SYMBOL	ALIAS	HGNC	ENTREZ
CALCOCO2	MGC17318	29912	10241
CALCOCO2	NDP52	29912	10241
CALCOCO2	CALCOCO2	29912	10241
CALCP	CALC3	1439	798
CALCP	CALCP	1439	798
CALCR	CTR	1440	799
CALCR	CALCR	1440	799
CALCRL	CGRPR	16709	10203
CALCRL	CRLR	16709	10203
CALCRL	CALCRL	16709	10203
CALD1	H-CAD	1441	800
CALD1	L-CAD	1441	800
CALD1	CALD1	1441	800
CALHM1	FAM26C	23494	255022
CALHM1	CALHM1	23494	255022
CALHM2	FAM26B	23493	51063
CALHM2	CALHM2	23493	51063
CALHM3	bA225H22.7	23458	119395
CALHM3	FAM26A	23458	119395
CALHM3	CALHM3	23458	119395
CALHM4	FLJ32239	21094	221301
CALHM4	C6orf78	21094	221301
CALHM4	FAM26D	21094	221301
CALHM4	CALHM4	21094	221301
CALHM5	dJ493F7.3	21568	254228
CALHM5	MGC45451	21568	254228
CALHM5	C6orf188	21568	254228
CALHM5	FAM26E	21568	254228
CALHM5	CALHM5	21568	254228
CALHM6	RP1-93H18.5	33391	441168
CALHM6	OTTHUMP00000017061	33391	441168
CALHM6	OTTHUMP00000017062	33391	441168
CALHM6	dJ93H18.5	33391	441168
CALHM6	INAM	33391	441168
CALHM6	C6orf187	33391	441168
CALHM6	FAM26F	33391	441168
CALHM6	CALHM6	33391	441168
CALHM6-AS1	RP1-93H18.6	40971	116435295
CALHM6-AS1	CALHM6-AS1	40971	116435295
CALM1	CAMI	1442	801
CALM1	DD132	1442	801
CALM1	CALML2	1442	801
CALM1	CALM1	1442	801
CALM1P1	CALML1	1443	802
CALM1P1	CALM1P1	1443	802
CALM1P2	TCAG_1643085	1444	804
CALM1P2	CALM1P2	1444	804
CALM2	CAMII	1445	805
CALM2	CALM2	1445	805
CALM2P1	CALM2P1	1446	100128390
CALM2P2	CALM2P2	1447	806
CALM2P3	CALM2P3	1448	807
CALM2P4	CALM2P4	39661	643193
CALM3	CALM3	1449	808
CALML3	CALML3	1452	810
CALML3-AS1	CALML3-AS1	44682	100132159
CALML4	MGC4809	18445	91860
CALML4	NY-BR-20	18445	91860
CALML4	CALML4	18445	91860
CALML5	CLSP	18180	51806
CALML5	CALML5	18180	51806
CALML6	CAGLP	24193	163688
CALML6	CALML6	24193	163688
CALN1	CABP8	13248	83698
CALN1	CALN1	13248	83698
CALR	RO	1455	811
CALR	SSA	1455	811
CALR	cC1qR	1455	811
CALR	CRT	1455	811
CALR	FLJ26680	1455	811
CALR	CALR	1455	811
CALR3	CRT2	20407	125972
CALR3	FLJ25355	20407	125972
CALR3	MGC26577	20407	125972
CALR3	CT93	20407	125972
CALR3	CALR3	20407	125972
CALR4P	CALR4P	35456	441884
CALU	CALU	1458	813
CALY	CALCYON	17938	50632
CALY	NSG3	17938	50632
CALY	DRD1IP	17938	50632
CALY	CALY	17938	50632
CAMK1	CaMKI	1459	8536
CAMK1	CaMKI-alpha	1459	8536
CAMK1	CAMK1	1459	8536
CAMK1D	CKLiK	19341	57118
CAMK1D	CAMK1D	19341	57118
CAMK1G	CLICKIII	14585	57172
CAMK1G	dJ272L16.1	14585	57172
CAMK1G	CAMK1G	14585	57172
CAMK2A	KIAA0968	1460	815
CAMK2A	CaMKIIα	1460	815
CAMK2A	CAMKA	1460	815
CAMK2A	CAMK2A	1460	815
CAMK2B	CAM2	1461	816
CAMK2B	CAMK2	1461	816
CAMK2B	CaMKIIβ	1461	816
CAMK2B	CAMKB	1461	816
CAMK2B	CAMK2B	1461	816
CAMK2D	CAMKD	1462	817
CAMK2D	CAMK2D	1462	817
CAMK2G	CAMKG	1463	818
CAMK2G	CAMK2G	1463	818
CAMK2N1	CAMK2N1	24190	55450
CAMK2N2	CaM-KIIN	24197	94032
CAMK2N2	CAMK2N2	24197	94032
CAMK4	CaMK-GR	1464	814
CAMK4	CaMKIV	1464	814
CAMK4	CAMK4	1464	814
CAMKK1	DKFZp761M0423	1469	84254
CAMKK1	CAMKKA	1469	84254
CAMKK1	MGC34095	1469	84254
CAMKK1	CAMKK1	1469	84254
CAMKK2	CAMKK	1470	10645
CAMKK2	KIAA0787	1470	10645
CAMKK2	CAMKKB	1470	10645
CAMKK2	MGC15254	1470	10645
CAMKK2	CAMKK2	1470	10645
CAMKMT	CLNMT	26276	79823
CAMKMT	C2orf34	26276	79823
CAMKMT	CAMKMT	26276	79823
CAMKV	MGC8407	28788	79012
CAMKV	VACAMKL	28788	79012
CAMKV	CAMKV	28788	79012
CAMLG	CAML	1471	819
CAMLG	GET2	1471	819
CAMLG	CAMLG	1471	819
CAMP	CAP18	1472	820
CAMP	FALL39	1472	820
CAMP	FALL-39	1472	820
CAMP	LL37	1472	820
CAMP	CAMP	1472	820
CAMSAP1	FLJ31228	19946	157922
CAMSAP1	DKFZp434F195	19946	157922
CAMSAP1	CAMSAP1	19946	157922
CAMSAP2	KIAA1078	29188	23271
CAMSAP2	CAMSAP1L1	29188	23271
CAMSAP2	CAMSAP2	29188	23271
CAMSAP3	Nezha	29307	57662
CAMSAP3	PPP1R80	29307	57662
CAMSAP3	KIAA1543	29307	57662
CAMSAP3	CAMSAP3	29307	57662
CAMTA1	KIAA0833	18806	23261
CAMTA1	CAMTA1	18806	23261
CAMTA1-AS1	CAMTA1-AS1	40856	101928836
CAMTA1-AS2	CAMTA1-AS2	40855	102725193
CAMTA1-DT	lncCAMTA1	53020	110841581
CAMTA1-DT	CAMTA1-DT	53020	110841581
CAMTA1-IT1	CAMTA1-IT1	41446	100874340
CAMTA2	KIAA0909	18807	23125
CAMTA2	CAMTA2	18807	23125
CAMTA2-AS1	CAMTA2-AS1	55342	101927979
CAND1	TIP120A	30688	55832
CAND1	DKFZp434M1414	30688	55832
CAND1	KIAA0829	30688	55832
CAND1	TIP120	30688	55832
CAND1	CAND1	30688	55832
CAND2	TIP120B	30689	23066
CAND2	KIAA0667	30689	23066
CAND2	Tp120b	30689	23066
CAND2	CAND2	30689	23066
CANT1	SHAPY	19721	124583
CANT1	SCAN-1	19721	124583
CANT1	CANT1	19721	124583
CANX	CNX	1473	821
CANX	IP90	1473	821
CANX	P90	1473	821
CANX	CANX	1473	821
CAP1	CAP1	20040	10487
CAP1P1	CAP1P1	31134	401076
CAP1P2	CAP1P2	31970	399748
CAP2	CAP2	20039	10486
CAP2P1	CAP2P1	20142	353163
CAPG	AFCP	1474	822
CAPG	CAPG	1474	822
CAPN1	muCANP	1476	823
CAPN1	muCL	1476	823
CAPN1	CANPL1	1476	823
CAPN1	CAPN1	1476	823
CAPN10	CAPN10	1477	11132
CAPN10-DT	locus959	48839	101752400
CAPN10-DT	CAPN10-AS1	48839	101752400
CAPN10-DT	CAPN10-DT	48839	101752400
CAPN11	CAPN11	1478	11131
CAPN12	CAPN12	13249	147968
CAPN13	FLJ23523	16663	92291
CAPN13	CAPN13	16663	92291
CAPN14	CAPN14	16664	440854
CAPN15	SOLH	11182	6650
CAPN15	CAPN15	11182	6650
CAPN2	mCANP	1479	824
CAPN2	CANPml	1479	824
CAPN2	CANPL2	1479	824
CAPN2	CAPN2	1479	824
CAPN3	CANP3	1480	825
CAPN3	p94	1480	825
CAPN3	nCL-1	1480	825
CAPN3	LGMD2	1480	825
CAPN3	LGMD2A	1480	825
CAPN3	CAPN3	1480	825
CAPN5	nCL-3	1482	726
CAPN5	ADNIV	1482	726
CAPN5	VRNI	1482	726
CAPN5	CAPN5	1482	726
CAPN6	CAPNX	1483	827
CAPN6	CalpM	1483	827
CAPN6	CANPX	1483	827
CAPN6	CAPN6	1483	827
CAPN7	PalBH	1484	23473
CAPN7	CAPN7	1484	23473
CAPN8	nCL-2	1485	388743
CAPN8	CAPN8	1485	388743
CAPN9	nCL-4	1486	10753
CAPN9	GC36	1486	10753
CAPN9	CAPN9	1486	10753
CAPNS1	CANPS	1481	826
CAPNS1	30K	1481	826
CAPNS1	CDPS	1481	826
CAPNS1	CAPN4	1481	826
CAPNS1	CAPNS1	1481	826
CAPNS1P1	CAPNS1P1	39562	391053
CAPNS2	MGC12536	16371	84290
CAPNS2	MGC14804	16371	84290
CAPNS2	CAPNS2	16371	84290
CAPRIN1	caprin-1	6743	4076
CAPRIN1	RNG105	6743	4076
CAPRIN1	M11S1	6743	4076
CAPRIN1	GPIAP1	6743	4076
CAPRIN1	CAPRIN1	6743	4076
CAPRIN2	EEG1	21259	65981
CAPRIN2	FLJ22569	21259	65981
CAPRIN2	FLJ11391	21259	65981
CAPRIN2	caprin-2	21259	65981
CAPRIN2	RNG140	21259	65981
CAPRIN2	C1QDC1	21259	65981
CAPRIN2	CAPRIN2	21259	65981
CAPS	MGC126562	1487	828
CAPS	CAPS	1487	828
CAPS2	CAPS2	16471	84698
CAPS2-AS1	CAPS2-AS1	40769	107983975
CAPSL	MGC26610	28375	133690
CAPSL	CAPSL	28375	133690
CAPZA1	CAPZA1	1488	829
CAPZA1P1	CAPZA1P	1489	53338
CAPZA1P1	CAPZA1P1	1489	53338
CAPZA1P2	CAPZA1P2	54563	100422294
CAPZA1P3	CAPZA1P3	54564	645938
CAPZA1P4	CAPZA1P4	54565	100130704
CAPZA1P5	CAPZA1P5	54566	100422324
CAPZA2	CAPZ	1490	830
CAPZA2	CAPPA2	1490	830
CAPZA2	CAPZA2	1490	830
CAPZA3	Gsg3	24205	93661
CAPZA3	CAPPA3	24205	93661
CAPZA3	CAPZA3	24205	93661
CAPZB	CAPZB	1491	832
CAPZBP1	CAPZBP1	54734	644265
CARD10	CARMA3	16422	29775
CARD10	BIMP1	16422	29775
CARD10	CARD10	16422	29775
CARD11	CARMA1	16393	84433
CARD11	BIMP3	16393	84433
CARD11	CARD11	16393	84433
CARD11-AS1	CARD11-AS1	40766	101927256
CARD14	CARMA2	16446	79092
CARD14	BIMP2	16446	79092
CARD14	PSORS2	16446	79092
CARD14	CARD14	16446	79092
CARD16	COP	33701	114769
CARD16	PSEUDO-ICE	33701	114769
CARD16	LLID-114769	33701	114769
CARD16	CARD16	33701	114769
CARD17	INCA	33827	440068
CARD17	CARD17	33827	440068
CARD18	UNQ5804	28861	59082
CARD18	ICEBERG	28861	59082
CARD18	pseudo-ICE	28861	59082
CARD18	CARD18	28861	59082
CARD19	MGC11115	28148	84270
CARD19	bA370F5.1	28148	84270
CARD19	BinCARD	28148	84270
CARD19	C9orf89	28148	84270
CARD19	CARD19	28148	84270
CARD6	CINCIN1	16394	84674
CARD6	CARD6	16394	84674
CARD8	TUCAN	17057	22900
CARD8	KIAA0955	17057	22900
CARD8	CARDINAL	17057	22900
CARD8	NDPP	17057	22900
CARD8	Dakar	17057	22900
CARD8	CARD8	17057	22900
CARD8-AS1	LOC100505812	51408	100505812
CARD8-AS1	CARD8-AS1	51408	100505812
CARD9	CARD9	16391	64170
CARF	FLJ21579	14435	79800
CARF	NYD-SP24	14435	79800
CARF	ALS2CR8	14435	79800
CARF	CARF	14435	79800
CARHSP1	CRHSP-24	17150	23589
CARHSP1	CSDC1	17150	23589
CARHSP1	CARHSP1	17150	23589
CARHSP1-DT	CARHSP1-DT	55361	119545623
CARM1	PRMT4	23393	10498
CARM1	CARM1	23393	10498
CARM1P1	CARM1L	23392	100130873
CARM1P1	CARM1P1	23392	100130873
CARMAL	RP11-326A19.4	55102	102724566
CARMAL	CARMAL	55102	102724566
CARMIL1	dJ501N12.1	21581	55604
CARMIL1	FLJ20048	21581	55604
CARMIL1	CARMIL	21581	55604
CARMIL1	LRRC16	21581	55604
CARMIL1	LRRC16A	21581	55604
CARMIL1	CARMIL1	21581	55604
CARMIL2	LRRC16C	27089	146206
CARMIL2	RLTPR	27089	146206
CARMIL2	CARMIL2	27089	146206
CARMIL3	BC008134	20272	90668
CARMIL3	crml-1	20272	90668
CARMIL3	C14orf121	20272	90668
CARMIL3	LRRC16B	20272	90668
CARMIL3	CARMIL3	20272	90668
CARMN	MIR143HG	42872	728264
CARMN	CARMN	42872	728264
CARNMT1	FLJ25795	23435	138199
CARNMT1	C9orf41	23435	138199
CARNMT1	CARNMT1	23435	138199
CARNMT1-AS1	C9orf41-AS1	51188	101927380
CARNMT1-AS1	CARNMT1-AS1	51188	101927380
CARNS1	KIAA1394	29268	57571
CARNS1	ATPGD1	29268	57571
CARNS1	CARNS1	29268	57571
CARS1	CARS	1493	833
CARS1	CARS1	1493	833
CARS1-AS1	CARS-AS1	40125	100852407
CARS1-AS1	CARS1-AS1	40125	100852407
CARS1P1	CARSP1	50477	100420042
CARS1P1	CARS1P1	50477	100420042
CARS1P2	CARSP2	50478	106481707
CARS1P2	CARS1P2	50478	106481707
CARS2	FLJ12118	25695	79587
CARS2	CARS2	25695	79587
CARTPT	CART	24323	9607
CARTPT	CARTPT	24323	9607
CASC11	TCONS_00014535	48939	100270680
CASC11	LINC00990	48939	100270680
CASC11	CARLo-7	48939	100270680
CASC11	ENST00000518376	48939	100270680
CASC11	MYMLR	48939	100270680
CASC11	CASC11	48939	100270680
CASC15	lnc-SOX4-1	28245	401237
CASC15	LINC00340	28245	401237
CASC15	CASC15	28245	401237
CASC16	LOC643714	48608	643714
CASC16	LINC00918	48608	643714
CASC16	CASC16	48608	643714
CASC17	LINC00600	43911	101928165
CASC17	CASC17	43911	101928165
CASC18	LOC101929110	49463	101929110
CASC18	CASC18	49463	101929110
CASC19	CARLo-6	49476	103021165
CASC19	LINC01245	49476	103021165
CASC19	CASC19	49476	103021165
CASC2	C10orf5	22933	255082
CASC2	CASC2	22933	255082
CASC20	CASC20	49477	101929244
CASC21	CARLo-2	49836	103021164
CASC21	LINC01244	49836	103021164
CASC21	CASC21	49836	103021164
CASC22	TCONS_00024290	50627	283854
CASC22	LincRNA-ENST00000515084	50627	283854
CASC22	LINC01373	50627	283854
CASC22	CASC22	50627	283854
CASC23	LINC01464	50865	103581031
CASC23	CASC23	50865	103581031
CASC3	MLN51	17040	22794
CASC3	BTZ	17040	22794
CASC3	CASC3	17040	22794
CASC4P1	CASC4P1	39251	100420689
CASC6	CASC6	49076	101929083
CASC8	LINC00860	45129	727677
CASC8	CARLo-1	45129	727677
CASC8	CASC8	45129	727677
CASC9	LINC00981	48906	101805492
CASC9	ESCCAL-1	48906	101805492
CASC9	linc-JPH1	48906	101805492
CASC9	CASC9	48906	101805492
CASD1	FLJ21213	16014	64921
CASD1	FLJ21879	16014	64921
CASD1	C7orf12	16014	64921
CASD1	CASD1	16014	64921
CASK	LIN2	1497	8573
CASK	CAGH39	1497	8573
CASK	FGS4	1497	8573
CASK	TNRC8	1497	8573
CASK	CASK	1497	8573
CASK-AS1	CASK-AS1	40126	100873928
CASKIN1	KIAA1306	20879	57524
CASKIN1	ANKS5A	20879	57524
CASKIN1	CASKIN1	20879	57524
CASKIN2	KIAA1139	18200	57513
CASKIN2	FLJ21609	18200	57513
CASKIN2	ANKS5B	18200	57513
CASKIN2	CASKIN2	18200	57513
CASKP1	CASKP	1498	10029
CASKP1	CASKP1	1498	10029
CASP1	ICE	1499	834
CASP1	IL1BC	1499	834
CASP1	CASP1	1499	834
CASP10	MCH4	1500	843
CASP10	FLICE-2	1500	843
CASP10	CASP10	1500	843
CASP12	CASP12P1	19004	100506742
CASP12	CASP12	19004	100506742
CASP14	MGC119078	1502	23581
CASP14	MGC119079	1502	23581
CASP14	CASP14	1502	23581
CASP16P	CASP16	27290	197350
CASP16P	CASP16P	27290	197350
CASP1P1	CASP1P1	43775	100874457
CASP1P2	CASP1P2	43776	440067
CASP1P3	CASP1P3	43777	100422634
CASP2	ICH1	1503	835
CASP2	PPP1R57	1503	835
CASP2	MGC2181	1503	835
CASP2	NEDD2	1503	835
CASP2	CASP2	1503	835
CASP3	CPP32	1504	836
CASP3	CPP32B	1504	836
CASP3	Yama	1504	836
CASP3	apopain	1504	836
CASP3	CASP3	1504	836
CASP3P1	CASP3P1	43596	100131616
CASP4	ICE(rel)II	1505	837
CASP4	ICH-2	1505	837
CASP4	TX	1505	837
CASP4	CASP4	1505	837
CASP4LP	CASP17P	53657	643733
CASP4LP	CASP4LP	53657	643733
CASP5	ICE(rel)III	1506	838
CASP5	CASP5	1506	838
CASP6	CASP6	1507	839
CASP7	MCH3	1508	840
CASP7	CMH-1	1508	840
CASP7	ICE-LAP3	1508	840
CASP7	CASP7	1508	840
CASP8	MCH5	1509	841
CASP8	MACH	1509	841
CASP8	FLICE	1509	841
CASP8	Casp-8	1509	841
CASP8	CASP8	1509	841
CASP8AP2	FLASH	1510	9994
CASP8AP2	CED-4	1510	9994
CASP8AP2	RIP25	1510	9994
CASP8AP2	FLJ11208	1510	9994
CASP8AP2	KIAA1315	1510	9994
CASP8AP2	CASP8AP2	1510	9994
CASP9	MCH6	1511	842
CASP9	ICE-LAP6	1511	842
CASP9	APAF-3	1511	842
CASP9	PPP1R56	1511	842
CASP9	CASP9	1511	842
CASQ1	PDIB1	1512	844
CASQ1	CASQ	1512	844
CASQ1	CASQ1	1512	844
CASQ2	PDIB2	1513	845
CASQ2	CASQ2	1513	845
CASR	FHH	1514	846
CASR	NSHPT	1514	846
CASR	GPRC2A	1514	846
CASR	HHC	1514	846
CASR	HHC1	1514	846
CASR	CASR	1514	846
CASS4	HEFL	15878	57091
CASS4	HEPL	15878	57091
CASS4	C20orf32	15878	57091
CASS4	CASS4	15878	57091
CAST	CAST	1515	831
CASTOR1	GATSL3	34423	652968
CASTOR1	CASTOR1	34423	652968
CASTOR2	GATSL1	37073	729438
CASTOR2	GATSL2	37073	729438
CASTOR2	CASTOR2	37073	729438
CASTOR3	DKFZp686B07267	29954	352954
CASTOR3	STAG3OS	29954	352954
CASTOR3	GATS	29954	352954
CASTOR3	CASTOR3	29954	352954
CASZ1	FLJ20321	26002	54897
CASZ1	ZNF693	26002	54897
CASZ1	castor	26002	54897
CASZ1	cst	26002	54897
CASZ1	SRG	26002	54897
CASZ1	CASZ1	26002	54897
CAT	CAT	1516	847
CATIP	MGC50811	25062	375307
CATIP	C2orf62	25062	375307
CATIP	CATIP	25062	375307
CATIP-AS1	CATIP-AS1	41080	101928513
CATIP-AS2	CATIP-AS2	41079	103689911
CATR1	CATR1	1525	856
CATSPER1	CATSPER	17116	117144
CATSPER1	CATSPER1	17116	117144
CATSPER2	CATSPER2	18810	117155
CATSPER2P1	CATSPER2P1	31054	440278
CATSPER3	CACRC	20819	347732
CATSPER3	CATSPER3	20819	347732
CATSPER4	CATSPER4	23220	378807
CATSPERB	FLJ14298	20500	79820
CATSPERB	C14orf161	20500	79820
CATSPERB	CATSPERB	20500	79820
CATSPERD	MGC39581	28598	257062
CATSPERD	TMEM146	28598	257062
CATSPERD	CATSPERD	28598	257062
CATSPERE	MGC33370	28491	257044
CATSPERE	C1orf101	28491	257044
CATSPERE	CATSPERE	28491	257044
CATSPERG	DKFZp434A1022	25243	57828
CATSPERG	FLJ46353	25243	57828
CATSPERG	C19orf15	25243	57828
CATSPERG	CATSPERG	25243	57828
CATSPERZ	DKFZP566E164	19231	25858
CATSPERZ	C11orf20	19231	25858
CATSPERZ	TEX40	19231	25858
CATSPERZ	CATSPERZ	19231	25858
CAV1	CAV1	1527	857
CAV2	CAV2	1528	858
CAV3	VIP-21	1529	859
CAV3	LGMD1C	1529	859
CAV3	VIP21	1529	859
CAV3	LQT9	1529	859
CAV3	CAV3	1529	859
CAVIN1	cavin-1	9688	284119
CAVIN1	CGL4	9688	284119
CAVIN1	PTRF	9688	284119
CAVIN1	CAVIN1	9688	284119
CAVIN2	SDR	10690	8436
CAVIN2	PS-p68	10690	8436
CAVIN2	cavin-2	10690	8436
CAVIN2	SDPR	10690	8436
CAVIN2	CAVIN2	10690	8436
CAVIN2-AS1	LOC105373813	40517	105373813
CAVIN2-AS1	CAVIN2-AS1	40517	105373813
CAVIN3	HSRBC	9400	112464
CAVIN3	MGC20400	9400	112464
CAVIN3	cavin-3	9400	112464
CAVIN3	PRKCDBP	9400	112464
CAVIN3	CAVIN3	9400	112464
CAVIN4	cavin-4	33742	347273
CAVIN4	MURC	33742	347273
CAVIN4	CAVIN4	33742	347273
CBARP	MGC40084	28617	255057
CBARP	DOS	28617	255057
CBARP	BARP	28617	255057
CBARP	C19orf26	28617	255057
CBARP	CBARP	28617	255057
CBARP-DT	CBARP-DT	55285	118827813
CBFA2T2	MTGR1	1536	9139
CBFA2T2	ZMYND3	1536	9139
CBFA2T2	CBFA2T2	1536	9139
CBFA2T3	MTGR2	1537	863
CBFA2T3	ZMYND4	1537	863
CBFA2T3	MTG16	1537	863
CBFA2T3	RUNX1T3	1537	863
CBFA2T3	ETO2	1537	863
CBFA2T3	CBFA2T3	1537	863
CBFB	PEBP2B	1539	865
CBFB	CBFB	1539	865
CBL	RNF55	1541	867
CBL	c-Cbl	1541	867
CBL	CBL2	1541	867
CBL	CBL	1541	867
CBLB	RNF56	1542	868
CBLB	Cbl-b	1542	868
CBLB	CBLB	1542	868
CBLC	CBL-SL	15961	23624
CBLC	RNF57	15961	23624
CBLC	CBLC	15961	23624
CBLIF	TCN3	4268	2694
CBLIF	IFMH	4268	2694
CBLIF	INF	4268	2694
CBLIF	CBLIF	4268	2694
CBLL1	HAKAI	21225	79872
CBLL1	FLJ23109	21225	79872
CBLL1	RNF188	21225	79872
CBLL1	CBLL1	21225	79872
CBLL1P1	CBLL1P1	55074	100128122
CBLL2	FLJ25735	26371	158506
CBLL2	HAKAIL	26371	158506
CBLL2	CT138	26371	158506
CBLL2	ZNF645	26371	158506
CBLL2	CBLL2	26371	158506
CBLN1	CBLN1	1543	869
CBLN2	CBLN2	1544	147381
CBLN3	CBLN3	20146	643866
CBLN4	dJ885A10.1	16231	140689
CBLN4	CBLNL1	16231	140689
CBLN4	CBLN4	16231	140689
CBR1	SDR21C1	1548	873
CBR1	CBR	1548	873
CBR1	CBR1	1548	873
CBR3	SDR21C2	1549	874
CBR3	CBR3	1549	874
CBR3-AS1	PlncRNA-1	43664	100506428
CBR3-AS1	CBR3-AS1	43664	100506428
CBR4	FLJ14431	25891	84869
CBR4	SDR45C1	25891	84869
CBR4	CBR4	25891	84869
CBS	HIP4	1550	875
CBS	CBS	1550	875
CBSL	CBSL	51829	102724560
CBWD1	CBWD1	17134	55871
CBWD2	CBWD2	17907	150472
CBWD3	bA561O23.1	18519	445571
CBWD3	CBWD3	18519	445571
CBWD4P	CBWD4P	18520	653510
CBWD5	CBWD5	24584	220869
CBWD6	OTTHUMG00000066820	31978	644019
CBWD6	OTTHUMG00000067194	31978	644019
CBWD6	CBWD7	31978	644019
CBWD6	CBWD6	31978	644019
CBX1	HP1Hs-beta	1551	10951
CBX1	M31	1551	10951
CBX1	MOD1	1551	10951
CBX1	CBX	1551	10951
CBX1	HP1-BETA	1551	10951
CBX1	CBX1	1551	10951
CBX1P1	CBX1P1	38655	645251
CBX1P2	CBX1P2	38656	100147811
CBX1P3	CBX1P3	38657	100128723
CBX1P4	CBX1P4	38658	100130461
CBX1P5	CBX9	21006	100133259
CBX1P5	CBX1P5	21006	100133259
CBX2	MGC10561	1552	84733
CBX2	CDCA6	1552	84733
CBX2	CBX2	1552	84733
CBX3	HP1Hs-gamma	1553	11335
CBX3	CBX3	1553	11335
CBX3P1	CBX3P1	33950	159770
CBX3P2	CBX3P2	42874	645158
CBX3P3	CBX3P3	42875	100421861
CBX3P4	CBX3P4	42876	100873792
CBX3P5	CBX3P5	42877	100421943
CBX3P6	CBX3P6	42878	642721
CBX3P7	CBX3P7	42879	100421975
CBX3P8	CBX3P8	42880	100286965
CBX3P9	CBX3P9	42881	644101
CBX4	hPC2	1554	8535
CBX4	NBP16	1554	8535
CBX4	CBX4	1554	8535
CBX5	HP1Hs-alpha	1555	23468
CBX5	HP1	1555	23468
CBX5	HP1-ALPHA	1555	23468
CBX5	CBX5	1555	23468
CBX5P1	CBX5P1	38659	100151661
CBX6	CBX6	1556	23466
CBX7	CBX7	1557	23492
CBX8	RC1	15962	57332
CBX8	HPC3	15962	57332
CBX8	CBX8	15962	57332
CBY1	PIGEA14	1307	25776
CBY1	PIGEA-14	1307	25776
CBY1	Chibby	1307	25776
CBY1	Cby	1307	25776
CBY1	Chibby1	1307	25776
CBY1	C22orf2	1307	25776
CBY1	PGEA1	1307	25776
CBY1	CBY1	1307	25776
CBY1P1	CBY1P1	54769	100131562
CBY2	NURIT	30720	220082
CBY2	SPERT	30720	220082
CBY2	CBY2	30720	220082
CBY3	CBY3	33278	646019
CC2D1A	FLJ20241	30237	54862
CC2D1A	MRT3	30237	54862
CC2D1A	Freud-1	30237	54862
CC2D1A	CC2D1A	30237	54862
CC2D1B	KIAA1836	29386	200014
CC2D1B	Freud-2	29386	200014
CC2D1B	CC2D1B	29386	200014
CC2D2A	KIAA1345	29253	57545
CC2D2A	MKS6	29253	57545
CC2D2A	JBTS9	29253	57545
CC2D2A	CC2D2A	29253	57545
CC2D2B	bA248J23.4	31666	387707
CC2D2B	bA690P14.3	31666	387707
CC2D2B	C10orf130	31666	387707
CC2D2B	C10orf131	31666	387707
CC2D2B	CC2D2B	31666	387707
CCAR1	FLJ10590	24236	55749
CCAR1	CARP-1	24236	55749
CCAR1	CARP1	24236	55749
CCAR1	CCAR1	24236	55749
CCAR2	DBC-1	23360	57805
CCAR2	NET35	23360	57805
CCAR2	KIAA1967	23360	57805
CCAR2	CCAR2	23360	57805
CCAT1	CARLo-5	45128	100507056
CCAT1	onco-lncRNA-40	45128	100507056
CCAT1	CCAT1	45128	100507056
CCAT2	NCCP1	47044	101805488
CCAT2	LINC00873	47044	101805488
CCAT2	CCAT2	47044	101805488
CCBE1	FLJ30681	29426	147372
CCBE1	KIAA1983	29426	147372
CCBE1	CCBE1	29426	147372
CCDC102A	MGC10992	28097	92922
CCDC102A	CCDC102A	28097	92922
CCDC102B	FLJ23594	26295	79839
CCDC102B	HsT1731	26295	79839
CCDC102B	C18orf14	26295	79839
CCDC102B	ACY1L	26295	79839
CCDC102B	CCDC102B	26295	79839
CCDC103	FLJ13094	32700	388389
CCDC103	FLJ34211	32700	388389
CCDC103	PR46b	32700	388389
CCDC103	CILD17	32700	388389
CCDC103	CCDC103	32700	388389
CCDC105	FLJ40365	26866	126402
CCDC105	CCDC105	26866	126402
CCDC106	HSU79303	30181	29903
CCDC106	CCDC106	30181	29903
CCDC107	MGC31967	28465	203260
CCDC107	CCDC107	28465	203260
CCDC110	KM-HN-1	28504	256309
CCDC110	MGC33607	28504	256309
CCDC110	CT52	28504	256309
CCDC110	CCDC110	28504	256309
CCDC112	MGC39633	28599	153733
CCDC112	CCDC112	28599	153733
CCDC113	HSPC065	25002	29070
CCDC113	DKFZp434N1418	25002	29070
CCDC113	CCDC113	25002	29070
CCDC115	MGC12981	28178	84317
CCDC115	FLJ30131	28178	84317
CCDC115	ccp1	28178	84317
CCDC115	CCDC115	28178	84317
CCDC116	FLJ36046	26688	164592
CCDC116	CCDC116	26688	164592
CCDC117	FLJ33814	26599	150275
CCDC117	CCDC117	26599	150275
CCDC11P1	CCDC11P1	43919	100129040
CCDC12	MGC23918	28332	151903
CCDC12	CCDC12	28332	151903
CCDC120	JM11	28910	90060
CCDC120	CCDC120	28910	90060
CCDC121	FLJ43364	25833	79635
CCDC121	FLJ13646	25833	79635
CCDC121	CCDC121	25833	79635
CCDC121P1	CCDC121P1	55052	643888
CCDC122	FLJ31846	26478	160857
CCDC122	CCDC122	26478	160857
CCDC124	CCDC124	25171	115098
CCDC125	KENAE	28924	202243
CCDC125	CCDC125	28924	202243
CCDC126	FLJ23031	22398	90693
CCDC126	CCDC126	22398	90693
CCDC127	FLJ25701	30520	133957
CCDC127	CCDC127	30520	133957
CCDC12P1	CCDC12P1	54595	100131852
CCDC13	FLJ25467	26358	152206
CCDC13	CCDC13	26358	152206
CCDC13-AS1	CCDC13-AS1	41142	100874114
CCDC130	MGC10471	28118	81576
